Ticker,outstandingShares,trainingVolume,averageTrainingVolume,relativeTrainingVolume,trainingTurnoverRatio,trainingVWAP,trainingClose,percentageChange,trainingMomentum (%),trainingCrossover,trainingCrossoverDate,daysSinceTrainingCrossover,trainingRSI,trainingUpper,trainingMiddle,trainingLower
PARA,626273024,9067300,11215420.0,0.8084672709537405,0.0144781902661034,10.862944537923006,10.579999923706055,100.75614295163464,-2.604676966076553,Bullish,2024-12-09,8,43.02186584424434,11.453962986642928,10.976500082015992,10.499037177389056
XOM,4395089920,20565600,16986705.0,1.2106880057079934,0.0046792216710778,116.25791443101657,105.51000213623047,100.34120045783597,-9.244886550208625,Bullish,2024-11-21,5,17.92897371004486,123.69113744698888,114.19949989318847,104.70786233938807
SMR,101097000,9441800,9909535.0,0.952799500682928,0.0933934735946665,17.35084308058606,19.010000228881836,103.99789700016504,9.562400746694637,Bullish,2024-11-08,24,37.63047050029834,30.993029746678516,24.489999866485597,17.986969986292678
CRWD,246311008,4375900,4306290.0,1.0161647264814957,0.0177657508510541,299.4700022701726,351.0299987792969,103.2077058384701,17.217082218007416,Bullish,2024-12-16,2,49.37900658378324,382.43820192912955,360.22224884033204,338.00629575153454
APLD,211246000,19621200,18106255.0,1.083669704198908,0.0928831788530907,7.2007029967227405,8.045000076293945,99.5649490729622,11.725203496873432,Bullish,2024-11-19,21,43.2849543073729,10.796387986084603,9.517749977111816,8.239111968139028
WDC,345708000,13538900,5945195.0,2.2772844288538896,0.0391628194892799,66.80794111193521,59.619998931884766,101.03992411554783,-10.759113453305208,Bullish,2024-11-25,16,30.01296100246692,76.20441532046956,68.67799968719483,61.15158405392008
HL,637014976,10611000,10398980.0,1.020388538106622,0.0166573791822439,5.990434132716221,4.949999809265137,101.8181849708243,-17.36826247314606,Bullish,2024-11-29,19,33.19275626869862,5.963828839638977,5.4984999895095825,5.033171139380188
ZIM,120389000,3608900,7934410.0,0.4548416328372242,0.0299769912533537,21.152647915352425,18.3799991607666,99.5103468479402,-13.107809318631247,Bullish,2024-10-31,22,34.916729474327525,23.778694096978644,20.50999994277954,17.241305788580437
BTE,787328000,12104200,11229265.0,1.077915607121214,0.0153737705251178,3.155103447494685,2.2300000190734863,102.6905803706885,-29.32085885031055,Bullish,2024-11-04,22,21.63128002349809,3.1128268214458177,2.6479999661445617,2.1831731108433057
LUMN,1014809984,23082800,12723155.0,1.8142355414203477,0.0227459330948009,5.303851662890376,6.059999942779541,97.68977115829176,14.256588003388762,Bullish,2024-11-01,18,38.639116826657286,8.066714162694927,6.791499972343445,5.516285781991963
PTON,363318016,10401300,13815575.0,0.7528676873745754,0.0286286381130078,5.84530810333851,9.229999542236328,101.62514170795123,57.90441460159599,Bullish,2024-11-22,13,50.72198523017929,10.439749480258392,9.710999917984008,8.982250355709624
MAC,252227008,2581100,3202510.0,0.8059615738904796,0.010233241953217,17.933293892024217,19.920000076293945,101.70682806870323,11.078311637737173,Bullish,2024-11-25,17,43.06017915589774,22.452393823728958,21.01500005722046,19.57760629071196
TSM,5186549760,10553400,12265295.0,0.8604277353296436,0.0020347630868965,179.49902645979216,194.63999938964844,101.3203901213922,8.43512816112563,Bullish,2024-12-03,16,49.971962586110166,207.9301975128544,194.43150177001954,180.93280602718468
MRK,2529639936,12110800,13505155.0,0.8967538691706981,0.0047875588251307,111.50044350655241,99.5199966430664,98.52291635762327,-10.744752654532686,Bullish,2024-11-21,27,44.376898712387145,104.06855309106174,101.14099998474121,98.21344687842068
C,1891260032,13464300,13423385.0,1.003048038926098,0.0071192219854408,64.19722692317205,68.41999816894531,101.12540820384066,6.577809429100194,Bullish,2024-11-06,35,42.96295851356527,73.30106434089586,70.84600028991699,68.39093623893811
TEVA,1133049984,14458000,11659660.0,1.2400018525411547,0.0127602490659405,17.694873784086692,21.309999465942383,103.6602567160647,20.430355853155824,Bearish,2024-12-13,4,75.44923593442626,20.69901157405212,17.67850008010864,14.657988586165164
CNH,1248979968,9768500,11178210.0,0.8738876796911134,0.0078211822849668,10.825246689055975,11.0,101.27273039384322,1.614312504496511,Bullish,2024-11-20,19,36.08956403429916,12.883875222214247,12.001999998092652,11.120124773971057
WOLF,127713000,9560500,12644015.0,0.7561284924132089,0.0748592547352266,11.596735729001177,7.0,100.5714280264718,-39.63818643815118,Bullish,2024-11-26,20,37.267123592761564,11.171483336594376,8.812999939918518,6.45451654324266
JBLU,346876992,14346900,18055135.0,0.7946160469030001,0.0413601949131293,6.092180171636735,7.289999961853027,102.05761448768655,19.661594970433782,Bearish,2024-11-20,14,59.563634254323205,7.637584736857561,6.603500032424927,5.569415327992293
CIFR,347806016,10619900,10762155.0,0.9867819223937956,0.0305339744324606,5.063818852934854,5.739999771118164,99.8257882849579,13.353181419422496,Bullish,2024-12-17,1,44.43823749057022,7.38268669661881,6.48899998664856,5.59531327667831
PDD,1388770048,10898800,12385685.0,0.8799513309114514,0.0078478075011018,118.82926593399313,101.0,98.5247545903272,-15.00410340319435,Bearish,2024-10-15,55,42.22686060565935,107.24324970166302,101.20499954223632,95.16674938280963
LYG,15008400384,9614000,9753395.0,0.985708053452157,0.0006405745951613,2.9292586847601707,2.680000066757202,100.37313396321504,-8.509272987727824,Bearish,2024-11-27,6,40.61969253411893,2.7989749493863627,2.7190000295639036,2.6390251097414446
OWL,568430976,6038000,6991405.0,0.863631845101235,0.0106222219670168,20.29966192633644,23.100000381469727,101.68830901821666,13.79500045515622,Bullish,2024-12-12,6,46.40644717235065,25.104281299040476,23.86200008392334,22.619718868806206
NOVA,124953000,11482000,9777755.0,1.1742981901264655,0.0918905508471185,6.201944031809876,3.369999885559082,109.79229000982255,-45.662200944183056,Bullish,2024-11-18,24,33.17774670988942,5.773767938503523,4.560499978065491,3.3472320176274586
INFY,4142030080,9178400,6880135.0,1.3340435907144264,0.0022159182388168,21.756980666757908,23.420000076293945,97.05379790004336,7.643613031641537,Bullish,2024-11-11,39,60.170740898088994,23.77731240512583,22.85500011444092,21.93268782375601
